model_id,model_family,model_size,benchmark,benchmark_variant,score_raw,score_normalized_0_100,metric_name,source_url,source_type,source_priority,notes
LLaVA-1.5-13B,LLaVA,13B,VQAv2,reported,80.0,80.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,VizWiz,reported,53.6,53.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,GQA,reported,63.3,63.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,LLaVA-Bench-Wild,reported,69.5,69.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,MMBench,reported,68.5,68.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,MMBench-CN,reported,61.5,61.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,MME,perception_plus_cognition,1541.7,55.0607,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.5-13B-LoRA,LLaVA,13B,MMVet,reported,38.3,38.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,POPE,reported,86.7,86.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,SEED-Image,reported,61.3,61.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,ScienceQA,img,71.2,71.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,TextVQA,reported,60.2,60.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,VQAv2,reported,80.0,80.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B-LoRA,LLaVA,13B,VizWiz,reported,58.9,58.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,GQA,reported,62.0,62.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,LLaVA-Bench-Wild,reported,65.4,65.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,MMBench,reported,64.3,64.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,MMBench-CN,reported,58.3,58.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,MME,perception_plus_cognition,1510.7,53.9536,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.5-7B,LLaVA,7B,MMVet,reported,31.1,31.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,POPE,reported,85.9,85.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,SEED-Image,reported,58.6,58.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,ScienceQA,img,66.8,66.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,TextVQA,reported,58.2,58.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,VQAv2,reported,78.5,78.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B,LLaVA,7B,VizWiz,reported,50.0,50.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,GQA,reported,63.0,63.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,LLaVA-Bench-Wild,reported,67.9,67.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,MMBench,reported,66.1,66.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,MMBench-CN,reported,58.9,58.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,MME,perception_plus_cognition,1476.9,52.7464,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.5-7B-LoRA,LLaVA,7B,MMVet,reported,30.2,30.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,POPE,reported,86.4,86.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,SEED-Image,reported,60.1,60.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,ScienceQA,img,68.4,68.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,TextVQA,reported,58.2,58.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,VQAv2,reported,79.1,79.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-7B-LoRA,LLaVA,7B,VizWiz,reported,47.8,47.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,GQA,reported,67.1,67.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,LLaVA-Bench-Wild,reported,89.6,89.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MMBench,reported,79.3,79.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MMBench-CN,reported,79.0,79.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MME,perception_plus_cognition,1631/397,72.4286,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MMMU,reported,51.1,51.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MMVet,reported,57.4,57.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,MathVista,reported,46.5,46.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,POPE,reported,87.7,87.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,SEED-Image,reported,75.9,75.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,ScienceQA,img,81.8,81.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,TextVQA,reported,69.5,69.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,VQAv2,reported,83.7,83.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Hermes-Yi-34B,LLaVA,34B,VizWiz,reported,63.8,63.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,GQA,reported,64.8,64.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,LLaVA-Bench-Wild,reported,83.2,83.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,MMBench,reported,68.7,68.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,MMBench-CN,reported,61.2,61.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,MME,perception_plus_cognition,1498/321,64.9643,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.6-Mistral-7B,LLaVA,7B,MMMU,reported,35.3,35.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,MMVet,reported,47.3,47.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,MathVista,reported,37.7,37.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,POPE,reported,86.7,86.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,SEED-Image,reported,72.2,72.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,ScienceQA,img,72.8,72.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,TextVQA,reported,65.7,65.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,VQAv2,reported,82.2,82.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Mistral-7B,LLaVA,7B,VizWiz,reported,60.0,60.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,GQA,reported,65.4,65.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,LLaVA-Bench-Wild,reported,87.3,87.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MMBench,reported,70.0,70.0,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MMBench-CN,reported,64.4,64.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MME,perception_plus_cognition,1575/326,67.8929,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MMMU,reported,36.2,36.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MMVet,reported,48.4,48.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,MathVista,reported,35.3,35.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,POPE,reported,86.2,86.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,SEED-Image,reported,71.9,71.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,ScienceQA,img,73.6,73.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,TextVQA,reported,67.1,67.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,VQAv2,reported,82.8,82.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-13B,LLaVA,13B,VizWiz,reported,60.5,60.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,GQA,reported,64.2,64.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,LLaVA-Bench-Wild,reported,81.6,81.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MMBench,reported,67.4,67.4,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MMBench-CN,reported,60.6,60.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MME,perception_plus_cognition,1519/332,66.1071,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MMMU,reported,35.8,35.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MMVet,reported,43.9,43.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,MathVista,reported,34.6,34.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,POPE,reported,86.5,86.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,SEED-Image,reported,70.2,70.2,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,ScienceQA,img,70.1,70.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,TextVQA,reported,64.9,64.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,VQAv2,reported,81.8,81.8,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.6-Vicuna-7B,LLaVA,7B,VizWiz,reported,57.6,57.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,ChartQA,test,83.0,83.0,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,DocVQA,test,94.5,94.5,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,HallusionBench,avg,50.6,50.6,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,InfoVQA,test,76.5,76.5,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,MMBench,v1.1_en_test,80.7,80.7,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,MMMU,val,54.1,54.1,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
Qwen2-VL-7B,Qwen,7B,MMMU-Pro,val,30.5,30.5,accuracy_or_score_percent,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct/blob/main/README.md,official_model_card,1,Official Qwen2.5-VL-7B model card image benchmark table. Normalization: kept as reported percentage/score
